RESOCONTO ADDESTRAMENTO FEDERATO SMARTGRID
Rounds totali: 201

TABELLA RIASSUNTIVA METRICHE:
============================================================================================================================================
Round   Loss         Accuracy     BalancedAcc    AUC        F1_Score     F1_Natural   F1_Attack    Precision    Precision_Nat   Precision_Att   Recall       Recall_Nat    Recall_Att  
192     0.714626     0.638437     0.611383       0.690726   0.722751     0.480431     0.722751     0.768277     0.432412        0.768277        0.682319     0.540448      0.682319    
193     0.713272     0.638630     0.611093       0.691058   0.723144     0.479845     0.723144     0.767930     0.432459        0.767930        0.683294     0.538892      0.683294    
194     0.714943     0.636609     0.610317       0.690337   0.720834     0.479603     0.720834     0.767837     0.430480        0.767837        0.679253     0.541381      0.679253    
195     0.714352     0.639111     0.612730       0.691215   0.723002     0.482330     0.723002     0.769376     0.433499        0.769376        0.681901     0.543559      0.681901    
196     0.713756     0.638726     0.612194       0.690977   0.722747     0.481635     0.722747     0.768977     0.432969        0.768977        0.681761     0.542626      0.681761    
197     0.715603     0.637379     0.611905       0.690568   0.721095     0.481848     0.721095     0.769146     0.431740        0.769146        0.678696     0.545115      0.678696    
198     0.714434     0.639015     0.612918       0.691353   0.722785     0.482692     0.722785     0.769594     0.433490        0.769594        0.681343     0.544493      0.681343    
199     0.715858     0.638437     0.612672       0.691028   0.722136     0.482578     0.722136     0.769546     0.432913        0.769546        0.680229     0.545115      0.680229    
200     0.715410     0.638533     0.613257       0.690932   0.721984     0.483498     0.721984     0.770093     0.433218        0.770093        0.679532     0.546982      0.679532    
201     0.715911     0.638630     0.612983       0.690934   0.722243     0.482996     0.722243     0.769789     0.433193        0.769789        0.680229     0.545737      0.680229    
============================================================================================================================================

MATRICE DI CONFUSIONE SUL VALIDATION SET:
----------------------------------------
tp: 4882  fp: 1460  fn: 2295  tn: 1754 


STATISTICHE FINALI:
============================================================

🔹 LOSS:
   Rounds disponibili  : 201
   Valore iniziale     : 3.725903 
   Valore finale       : 0.715911 
   Valore minimo       : 0.708749 
   Valore massimo      : 3.725903 
   Valore medio        : 0.739752 
   Miglioramento       : -3.009992 📉

🔹 ACCURACY:
   Rounds disponibili  : 201
   Valore iniziale     : 0.309306 
   Valore finale       : 0.638630 
   Valore minimo       : 0.309306 
   Valore massimo      : 0.706188 
   Valore medio        : 0.646900 
   Miglioramento       : 0.329323  📈

🔹 BALANCEDACC:
   Rounds disponibili  : 201
   Valore iniziale     : 0.500000 
   Valore finale       : 0.612983 
   Valore minimo       : 0.500000 
   Valore massimo      : 0.613748 
   Valore medio        : 0.605926 
   Miglioramento       : 0.112983  📈

🔹 AUC:
   Rounds disponibili  : 201
   Valore iniziale     : 0.481039 
   Valore finale       : 0.690934 
   Valore minimo       : 0.481039 
   Valore massimo      : 0.691506 
   Valore medio        : 0.684305 
   Miglioramento       : 0.209895  📈

🔹 F1_SCORE:
   Rounds disponibili  : 201
   Valore iniziale     : 0.000000 
   Valore finale       : 0.722243 
   Valore minimo       : 0.000000 
   Valore massimo      : 0.817447 
   Valore medio        : 0.733762 
   Miglioramento       : 0.722243  📈

🔹 F1_NATURAL:
   Rounds disponibili  : 201
   Valore iniziale     : 0.472473 
   Valore finale       : 0.482996 
   Valore minimo       : 0.082899 
   Valore massimo      : 0.483498 
   Valore medio        : 0.463644 
   Miglioramento       : 0.010523  📈

🔹 F1_ATTACK:
   Rounds disponibili  : 201
   Valore iniziale     : 0.000000 
   Valore finale       : 0.722243 
   Valore minimo       : 0.000000 
   Valore massimo      : 0.817447 
   Valore medio        : 0.733762 
   Miglioramento       : 0.722243  📈

🔹 PRECISION:
   Rounds disponibili  : 201
   Valore iniziale     : 0.000000 
   Valore finale       : 0.769789 
   Valore minimo       : 0.000000 
   Valore massimo      : 0.770093 
   Valore medio        : 0.757395 
   Miglioramento       : 0.769789  📈

🔹 PRECISION_NAT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.309306 
   Valore finale       : 0.433193 
   Valore minimo       : 0.309306 
   Valore massimo      : 0.605932 
   Valore medio        : 0.442036 
   Miglioramento       : 0.123887  📈

🔹 PRECISION_ATT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.000000 
   Valore finale       : 0.769789 
   Valore minimo       : 0.000000 
   Valore massimo      : 0.770093 
   Valore medio        : 0.757395 
   Miglioramento       : 0.769789  📈

🔹 RECALL:
   Rounds disponibili  : 201
   Valore iniziale     : 0.000000 
   Valore finale       : 0.680229 
   Valore minimo       : 0.000000 
   Valore massimo      : 0.987042 
   Valore medio        : 0.713359 
   Miglioramento       : 0.680229  📈

🔹 RECALL_NAT:
   Rounds disponibili  : 201
   Valore iniziale     : 1.000000 
   Valore finale       : 0.545737 
   Valore minimo       : 0.044493 
   Valore massimo      : 1.000000 
   Valore medio        : 0.498492 
   Miglioramento       : -0.454263 📉

🔹 RECALL_ATT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.000000 
   Valore finale       : 0.680229 
   Valore minimo       : 0.000000 
   Valore massimo      : 0.987042 
   Valore medio        : 0.713359 
   Miglioramento       : 0.680229  📈

