RESOCONTO ADDESTRAMENTO FEDERATO SMARTGRID
Rounds totali: 201

TABELLA RIASSUNTIVA METRICHE:
============================================================================================================================================
Round   Loss         Accuracy     BalancedAcc    AUC        F1_Score     F1_Natural   F1_Attack    Precision    Precision_Nat   Precision_Att   Recall       Recall_Nat    Recall_Att  
194     0.751724     0.643057     0.606738       0.684645   0.730939     0.469916     0.730939     0.762409     0.434576        0.762409        0.701965     0.511512      0.701965    
195     0.752113     0.641805     0.606176       0.685386   0.729584     0.469649     0.729584     0.762259     0.433228        0.762259        0.699596     0.512757      0.699596    
196     0.752372     0.642479     0.606664       0.685228   0.730230     0.470118     0.730230     0.762511     0.434027        0.762511        0.700571     0.512757      0.700571    
197     0.752796     0.642768     0.605928       0.685384   0.730936     0.468652     0.730937     0.761746     0.433987        0.761746        0.702522     0.509334      0.702522    
198     0.753214     0.641805     0.606348       0.684702   0.729506     0.469952     0.729506     0.762418     0.433298        0.762418        0.699317     0.513379      0.699317    
199     0.751158     0.642094     0.606214       0.686022   0.729940     0.469548     0.729940     0.762208     0.433500        0.762208        0.700293     0.512134      0.700293    
200     0.750217     0.643249     0.608080       0.686979   0.730576     0.472163     0.730576     0.763598     0.435285        0.763598        0.700293     0.515868      0.700293    
201     0.750267     0.643730     0.608257       0.687319   0.731116     0.472198     0.731116     0.763617     0.435789        0.763617        0.701268     0.515246      0.701268    
============================================================================================================================================

MATRICE DI CONFUSIONE SUL VALIDATION SET:
----------------------------------------
tp: 5033  fp: 1558  fn: 2144  tn: 1656 


STATISTICHE FINALI:
============================================================

🔹 LOSS:
   Rounds disponibili  : 201
   Valore iniziale     : 2.756570 
   Valore finale       : 0.750267 
   Valore minimo       : 0.721741 
   Valore massimo      : 2.756570 
   Valore medio        : 0.759139 
   Miglioramento       : -2.006303 📉

🔹 ACCURACY:
   Rounds disponibili  : 201
   Valore iniziale     : 0.495236 
   Valore finale       : 0.643730 
   Valore minimo       : 0.495236 
   Valore massimo      : 0.696083 
   Valore medio        : 0.645631 
   Miglioramento       : 0.148494  📈

🔹 BALANCEDACC:
   Rounds disponibili  : 201
   Valore iniziale     : 0.464596 
   Valore finale       : 0.608257 
   Valore minimo       : 0.464596 
   Valore massimo      : 0.608257 
   Valore medio        : 0.593758 
   Miglioramento       : 0.143661  📈

🔹 AUC:
   Rounds disponibili  : 201
   Valore iniziale     : 0.445477 
   Valore finale       : 0.687319 
   Valore minimo       : 0.445477 
   Valore massimo      : 0.687319 
   Valore medio        : 0.673991 
   Miglioramento       : 0.241841  📈

🔹 F1_SCORE:
   Rounds disponibili  : 201
   Valore iniziale     : 0.598607 
   Valore finale       : 0.731116 
   Valore minimo       : 0.598607 
   Valore massimo      : 0.807227 
   Valore medio        : 0.739506 
   Miglioramento       : 0.132508  📈

🔹 F1_NATURAL:
   Rounds disponibili  : 201
   Valore iniziale     : 0.320156 
   Valore finale       : 0.472198 
   Valore minimo       : 0.211195 
   Valore massimo      : 0.472198 
   Valore medio        : 0.442653 
   Miglioramento       : 0.152043  📈

🔹 F1_ATTACK:
   Rounds disponibili  : 201
   Valore iniziale     : 0.598607 
   Valore finale       : 0.731116 
   Valore minimo       : 0.598607 
   Valore massimo      : 0.807227 
   Valore medio        : 0.739506 
   Miglioramento       : 0.132508  📈

🔹 PRECISION:
   Rounds disponibili  : 201
   Valore iniziale     : 0.664007 
   Valore finale       : 0.763617 
   Valore minimo       : 0.664007 
   Valore massimo      : 0.763617 
   Valore medio        : 0.750714 
   Miglioramento       : 0.099610  📈

🔹 PRECISION_NAT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.274383 
   Valore finale       : 0.435789 
   Valore minimo       : 0.274383 
   Valore massimo      : 0.523609 
   Valore medio        : 0.432334 
   Miglioramento       : 0.161406  📈

🔹 PRECISION_ATT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.664007 
   Valore finale       : 0.763617 
   Valore minimo       : 0.664007 
   Valore massimo      : 0.763617 
   Valore medio        : 0.750714 
   Miglioramento       : 0.099610  📈

🔹 RECALL:
   Rounds disponibili  : 201
   Valore iniziale     : 0.544935 
   Valore finale       : 0.701268 
   Valore minimo       : 0.544935 
   Valore massimo      : 0.921276 
   Valore medio        : 0.729770 
   Miglioramento       : 0.156333  📈

🔹 RECALL_NAT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.384256 
   Valore finale       : 0.515246 
   Valore minimo       : 0.139701 
   Valore massimo      : 0.515868 
   Valore medio        : 0.457745 
   Miglioramento       : 0.130989  📈

🔹 RECALL_ATT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.544935 
   Valore finale       : 0.701268 
   Valore minimo       : 0.544935 
   Valore massimo      : 0.921276 
   Valore medio        : 0.729770 
   Miglioramento       : 0.156333  📈

