RESOCONTO ADDESTRAMENTO FEDERATO SMARTGRID
Rounds totali: 201

TABELLA RIASSUNTIVA METRICHE:
============================================================================================================================================
Round   Loss         Accuracy     BalancedAcc    AUC        F1_Score     F1_Natural   F1_Attack    Precision    Precision_Nat   Precision_Att   Recall       Recall_Nat    Recall_Att  
192     0.780590     0.660187     0.529972       0.564252   0.779849     0.255534     0.779849     0.705710     0.396337        0.705710        0.871395     0.188550      0.871395    
193     0.780683     0.659994     0.530005       0.564598   0.779642     0.256054     0.779642     0.705736     0.396091        0.705736        0.870837     0.189172      0.870837    
194     0.780949     0.659224     0.529619       0.564599   0.778978     0.256249     0.778978     0.705563     0.394312        0.705563        0.869444     0.189795      0.869444    
195     0.780563     0.660090     0.529989       0.564288   0.779746     0.255794     0.779746     0.705723     0.396214        0.705723        0.871116     0.188861      0.871116    
196     0.780808     0.659994     0.530263       0.564783   0.779559     0.256993     0.779559     0.705876     0.396496        0.705876        0.870419     0.190106      0.870419    
197     0.780718     0.659994     0.530177       0.564519   0.779587     0.256680     0.779587     0.705829     0.396361        0.705829        0.870559     0.189795      0.870559    
198     0.780723     0.659513     0.529657       0.564506   0.779261     0.255785     0.779261     0.705570     0.394805        0.705570        0.870141     0.189172      0.870141    
199     0.780870     0.659802     0.529780       0.564623   0.779517     0.255633     0.779517     0.705623     0.395440        0.705623        0.870698     0.188861      0.870698    
200     0.780745     0.659994     0.529919       0.564734   0.779669     0.255740     0.779669     0.705690     0.395956        0.705690        0.870977     0.188861      0.870977    
201     0.780945     0.659898     0.530021       0.564528   0.779538     0.256313     0.779538     0.705749     0.395969        0.705749        0.870559     0.189484      0.870559    
============================================================================================================================================

MATRICE DI CONFUSIONE SUL VALIDATION SET:
----------------------------------------
tp: 6248  fp: 2605  fn: 929   tn: 609  


STATISTICHE FINALI:
============================================================

🔹 LOSS:
   Rounds disponibili  : 201
   Valore iniziale     : 2.793900 
   Valore finale       : 0.780945 
   Valore minimo       : 0.778488 
   Valore massimo      : 2.793900 
   Valore medio        : 0.795703 
   Miglioramento       : -2.012955 📉

🔹 ACCURACY:
   Rounds disponibili  : 201
   Valore iniziale     : 0.531421 
   Valore finale       : 0.659898 
   Valore minimo       : 0.531421 
   Valore massimo      : 0.687037 
   Valore medio        : 0.654383 
   Miglioramento       : 0.128477  📈

🔹 BALANCEDACC:
   Rounds disponibili  : 201
   Valore iniziale     : 0.513469 
   Valore finale       : 0.530021 
   Valore minimo       : 0.505255 
   Valore massimo      : 0.530263 
   Valore medio        : 0.527067 
   Miglioramento       : 0.016552  📈

🔹 AUC:
   Rounds disponibili  : 201
   Valore iniziale     : 0.506858 
   Valore finale       : 0.564528 
   Valore minimo       : 0.506858 
   Valore massimo      : 0.577380 
   Valore medio        : 0.568802 
   Miglioramento       : 0.057670  📈

🔹 F1_SCORE:
   Rounds disponibili  : 201
   Valore iniziale     : 0.622997 
   Valore finale       : 0.779538 
   Valore minimo       : 0.622997 
   Valore massimo      : 0.809493 
   Valore medio        : 0.774608 
   Miglioramento       : 0.156542  📈

🔹 F1_NATURAL:
   Rounds disponibili  : 201
   Valore iniziale     : 0.381086 
   Valore finale       : 0.256313 
   Valore minimo       : 0.069063 
   Valore massimo      : 0.381086 
   Valore medio        : 0.255788 
   Miglioramento       : -0.124772 📉

🔹 F1_ATTACK:
   Rounds disponibili  : 201
   Valore iniziale     : 0.622997 
   Valore finale       : 0.779538 
   Valore minimo       : 0.622997 
   Valore massimo      : 0.809493 
   Valore medio        : 0.774608 
   Miglioramento       : 0.156542  📈

🔹 PRECISION:
   Rounds disponibili  : 201
   Valore iniziale     : 0.701115 
   Valore finale       : 0.705749 
   Valore minimo       : 0.693010 
   Valore massimo      : 0.705876 
   Valore medio        : 0.704409 
   Miglioramento       : 0.004634  📈

🔹 PRECISION_NAT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.322158 
   Valore finale       : 0.395969 
   Valore minimo       : 0.322158 
   Valore massimo      : 0.471976 
   Valore medio        : 0.384944 
   Miglioramento       : 0.073811  📈

🔹 PRECISION_ATT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.701115 
   Valore finale       : 0.705749 
   Valore minimo       : 0.693010 
   Valore massimo      : 0.705876 
   Valore medio        : 0.704409 
   Miglioramento       : 0.004634  📈

🔹 RECALL:
   Rounds disponibili  : 201
   Valore iniziale     : 0.560541 
   Valore finale       : 0.870559 
   Valore minimo       : 0.560541 
   Valore massimo      : 0.972551 
   Valore medio        : 0.860891 
   Miglioramento       : 0.310018  📈

🔹 RECALL_NAT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.466397 
   Valore finale       : 0.189484 
   Valore minimo       : 0.037959 
   Valore massimo      : 0.466397 
   Valore medio        : 0.193242 
   Miglioramento       : -0.276914 📉

🔹 RECALL_ATT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.560541 
   Valore finale       : 0.870559 
   Valore minimo       : 0.560541 
   Valore massimo      : 0.972551 
   Valore medio        : 0.860891 
   Miglioramento       : 0.310018  📈

