RESOCONTO ADDESTRAMENTO FEDERATO SMARTGRID
Rounds totali: 201

TABELLA RIASSUNTIVA METRICHE:
============================================================================================================================================
Round   Loss         Accuracy     BalancedAcc    AUC        F1_Score     F1_Natural   F1_Attack    Precision    Precision_Nat   Precision_Att   Recall       Recall_Nat    Recall_Att  
194     0.695191     0.605909     0.548407       0.564713   0.710212     0.384303     0.710212     0.721599     0.371836        0.721599        0.699178     0.397635      0.699178    
195     0.695257     0.607064     0.548813       0.564657   0.711510     0.384070     0.711510     0.721760     0.372767        0.721760        0.701547     0.396080      0.701547    
196     0.694772     0.606583     0.547949       0.564595   0.711299     0.382664     0.711299     0.721180     0.371772        0.721180        0.701686     0.394213      0.701686    
197     0.695113     0.607160     0.548797       0.564716   0.711642     0.383942     0.711642     0.721737     0.372802        0.721737        0.701825     0.395769      0.701825    
198     0.694931     0.607256     0.548179       0.564746   0.712058     0.382509     0.712058     0.721269     0.372312        0.721269        0.703079     0.393279      0.703079    
199     0.695434     0.606486     0.548395       0.564920   0.710963     0.383723     0.710963     0.721521     0.372113        0.721521        0.700711     0.396080      0.700711    
200     0.695482     0.606101     0.548116       0.564729   0.710599     0.383491     0.710599     0.721361     0.371679        0.721361        0.700153     0.396080      0.700153    
201     0.695655     0.605524     0.548557       0.564660   0.709641     0.384996     0.709641     0.721758     0.371776        0.721758        0.697924     0.399191      0.697924    
============================================================================================================================================

MATRICE DI CONFUSIONE SUL VALIDATION SET:
----------------------------------------
tp: 5009  fp: 1931  fn: 2168  tn: 1283 


STATISTICHE FINALI:
============================================================

🔹 LOSS:
   Rounds disponibili  : 201
   Valore iniziale     : 1.017202 
   Valore finale       : 0.695655 
   Valore minimo       : 0.674836 
   Valore massimo      : 1.017202 
   Valore medio        : 0.695749 
   Miglioramento       : -0.321547 📉

🔹 ACCURACY:
   Rounds disponibili  : 201
   Valore iniziale     : 0.419786 
   Valore finale       : 0.605524 
   Valore minimo       : 0.419786 
   Valore massimo      : 0.686556 
   Valore medio        : 0.608425 
   Miglioramento       : 0.185738  📈

🔹 BALANCEDACC:
   Rounds disponibili  : 201
   Valore iniziale     : 0.474575 
   Valore finale       : 0.548557 
   Valore minimo       : 0.474575 
   Valore massimo      : 0.550691 
   Valore medio        : 0.547319 
   Miglioramento       : 0.073982  📈

🔹 AUC:
   Rounds disponibili  : 201
   Valore iniziale     : 0.448650 
   Valore finale       : 0.564660 
   Valore minimo       : 0.448650 
   Valore massimo      : 0.568787 
   Valore medio        : 0.565141 
   Miglioramento       : 0.116011  📈

🔹 F1_SCORE:
   Rounds disponibili  : 201
   Valore iniziale     : 0.440672 
   Valore finale       : 0.709641 
   Valore minimo       : 0.440672 
   Valore massimo      : 0.811614 
   Valore medio        : 0.713275 
   Miglioramento       : 0.268969  📈

🔹 F1_NATURAL:
   Rounds disponibili  : 201
   Valore iniziale     : 0.397281 
   Valore finale       : 0.384996 
   Valore minimo       : 0.067564 
   Valore massimo      : 0.397281 
   Valore medio        : 0.377539 
   Miglioramento       : -0.012285 📉

🔹 F1_ATTACK:
   Rounds disponibili  : 201
   Valore iniziale     : 0.440672 
   Valore finale       : 0.709641 
   Valore minimo       : 0.440672 
   Valore massimo      : 0.811614 
   Valore medio        : 0.713275 
   Miglioramento       : 0.268969  📈

🔹 PRECISION:
   Rounds disponibili  : 201
   Valore iniziale     : 0.659356 
   Valore finale       : 0.721758 
   Valore minimo       : 0.659356 
   Valore massimo      : 0.723086 
   Valore medio        : 0.720553 
   Miglioramento       : 0.062402  📈

🔹 PRECISION_NAT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.292679 
   Valore finale       : 0.371776 
   Valore minimo       : 0.292679 
   Valore massimo      : 0.422939 
   Valore medio        : 0.372885 
   Miglioramento       : 0.079097  📈

🔹 PRECISION_ATT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.659356 
   Valore finale       : 0.721758 
   Valore minimo       : 0.659356 
   Valore massimo      : 0.723086 
   Valore medio        : 0.720553 
   Miglioramento       : 0.062402  📈

🔹 RECALL:
   Rounds disponibili  : 201
   Valore iniziale     : 0.330918 
   Valore finale       : 0.697924 
   Valore minimo       : 0.330918 
   Valore massimo      : 0.977567 
   Valore medio        : 0.707538 
   Miglioramento       : 0.367006  📈

🔹 RECALL_NAT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.618233 
   Valore finale       : 0.399191 
   Valore minimo       : 0.036714 
   Valore massimo      : 0.618233 
   Valore medio        : 0.387100 
   Miglioramento       : -0.219042 📉

🔹 RECALL_ATT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.330918 
   Valore finale       : 0.697924 
   Valore minimo       : 0.330918 
   Valore massimo      : 0.977567 
   Valore medio        : 0.707538 
   Miglioramento       : 0.367006  📈

