RESOCONTO ADDESTRAMENTO FEDERATO SMARTGRID
Rounds totali: 201

TABELLA RIASSUNTIVA METRICHE:
============================================================================================================================================
Round   Loss         Accuracy     BalancedAcc    AUC        F1_Score     F1_Natural   F1_Attack    Precision    Precision_Nat   Precision_Att   Recall       Recall_Nat    Recall_Att  
187     0.708276     0.555769     0.537194       0.553562   0.645632     0.404848     0.645632     0.718926     0.345663        0.718926        0.585899     0.488488      0.585899    
188     0.708032     0.556443     0.537509       0.553370   0.646468     0.404906     0.646468     0.719113     0.346060        0.719113        0.587153     0.487866      0.587153    
189     0.708316     0.555096     0.537135       0.553549   0.644631     0.405249     0.644631     0.718964     0.345470        0.718964        0.584227     0.490044      0.584227    
190     0.708796     0.552882     0.535877       0.553249   0.642010     0.404664     0.642010     0.718152     0.344009        0.718152        0.580465     0.491288      0.580465    
191     0.708198     0.556636     0.537907       0.553583   0.646513     0.405472     0.646513     0.719433     0.346417        0.719433        0.587014     0.488799      0.587014    
192     0.708969     0.552690     0.535995       0.553304   0.641635     0.405018     0.641635     0.718281     0.344063        0.718281        0.579769     0.492222      0.579769    
193     0.708571     0.554037     0.536799       0.553389   0.643209     0.405440     0.643209     0.718809     0.344978        0.718809        0.581998     0.491599      0.581998    
194     0.708450     0.554518     0.536803       0.553459   0.643950     0.405089     0.643950     0.718750     0.345084        0.718750        0.583252     0.490355      0.583252    
195     0.708247     0.555481     0.537156       0.553548   0.645211     0.404998     0.645211     0.718932     0.345570        0.718932        0.585203     0.489110      0.585203    
196     0.708162     0.555192     0.536604       0.553785   0.645117     0.404228     0.645117     0.718488     0.345070        0.718488        0.585342     0.487866      0.585342    
197     0.708085     0.556636     0.537477       0.553353   0.646784     0.404703     0.646784     0.719059     0.346077        0.719059        0.587711     0.487243      0.587711    
198     0.708030     0.556732     0.537633       0.553276   0.646833     0.404910     0.646833     0.719182     0.346222        0.719182        0.587711     0.487554      0.587711    
199     0.708305     0.556058     0.537489       0.553486   0.645889     0.405158     0.645889     0.719145     0.345959        0.719145        0.586178     0.488799      0.586178    
200     0.708218     0.556347     0.537526       0.553738   0.646310     0.405008     0.646310     0.719140     0.346052        0.719139        0.586875     0.488177      0.586875    
201     0.708268     0.555096     0.536792       0.553713   0.644849     0.404636     0.644849     0.718664     0.345199        0.718664        0.584785     0.488799      0.584785    
============================================================================================================================================

MATRICE DI CONFUSIONE SUL VALIDATION SET:
----------------------------------------
tp: 4197  fp: 1643  fn: 2980  tn: 1571 


STATISTICHE FINALI:
============================================================

🔹 LOSS:
   Rounds disponibili  : 201
   Valore iniziale     : 1.237124 
   Valore finale       : 0.708268 
   Valore minimo       : 0.707212 
   Valore massimo      : 1.237124 
   Valore medio        : 0.713677 
   Miglioramento       : -0.528856 📉

🔹 ACCURACY:
   Rounds disponibili  : 201
   Valore iniziale     : 0.443846 
   Valore finale       : 0.555096 
   Valore minimo       : 0.443846 
   Valore massimo      : 0.671062 
   Valore medio        : 0.556790 
   Miglioramento       : 0.111250  📈

🔹 BALANCEDACC:
   Rounds disponibili  : 201
   Valore iniziale     : 0.501441 
   Valore finale       : 0.536792 
   Valore minimo       : 0.501441 
   Valore massimo      : 0.555919 
   Valore medio        : 0.537106 
   Miglioramento       : 0.035350  📈

🔹 AUC:
   Rounds disponibili  : 201
   Valore iniziale     : 0.509560 
   Valore finale       : 0.553713 
   Valore minimo       : 0.509560 
   Valore massimo      : 0.573486 
   Valore medio        : 0.553068 
   Miglioramento       : 0.044153  📈

🔹 F1_SCORE:
   Rounds disponibili  : 201
   Valore iniziale     : 0.465353 
   Valore finale       : 0.644849 
   Valore minimo       : 0.465353 
   Valore massimo      : 0.795329 
   Valore medio        : 0.646400 
   Miglioramento       : 0.179496  📈

🔹 F1_NATURAL:
   Rounds disponibili  : 201
   Valore iniziale     : 0.420535 
   Valore finale       : 0.404636 
   Valore minimo       : 0.161392 
   Valore massimo      : 0.420535 
   Valore medio        : 0.402209 
   Miglioramento       : -0.015899 📉

🔹 F1_ATTACK:
   Rounds disponibili  : 201
   Valore iniziale     : 0.465353 
   Valore finale       : 0.644849 
   Valore minimo       : 0.465353 
   Valore massimo      : 0.795329 
   Valore medio        : 0.646400 
   Miglioramento       : 0.179496  📈

🔹 PRECISION:
   Rounds disponibili  : 201
   Valore iniziale     : 0.692456 
   Valore finale       : 0.718664 
   Valore minimo       : 0.692456 
   Valore massimo      : 0.728038 
   Valore medio        : 0.718862 
   Miglioramento       : 0.026208  📈

🔹 PRECISION_NAT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.310253 
   Valore finale       : 0.345199 
   Valore minimo       : 0.310253 
   Valore massimo      : 0.407005 
   Valore medio        : 0.346298 
   Miglioramento       : 0.034946  📈

🔹 PRECISION_ATT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.692456 
   Valore finale       : 0.718664 
   Valore minimo       : 0.692456 
   Valore massimo      : 0.728039 
   Valore medio        : 0.718862 
   Miglioramento       : 0.026208  📈

🔹 RECALL:
   Rounds disponibili  : 201
   Valore iniziale     : 0.350425 
   Valore finale       : 0.584785 
   Valore minimo       : 0.350425 
   Valore massimo      : 0.925317 
   Valore medio        : 0.588717 
   Miglioramento       : 0.234360  📈

🔹 RECALL_NAT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.652458 
   Valore finale       : 0.488799 
   Valore minimo       : 0.103298 
   Valore massimo      : 0.652458 
   Valore medio        : 0.485496 
   Miglioramento       : -0.163659 📉

🔹 RECALL_ATT:
   Rounds disponibili  : 201
   Valore iniziale     : 0.350425 
   Valore finale       : 0.584785 
   Valore minimo       : 0.350425 
   Valore massimo      : 0.925317 
   Valore medio        : 0.588717 
   Miglioramento       : 0.234360  📈

